id,user_id,course_id,course_module_id,progress_current,steps_done,is_achieved,course_progress_id,time_created,time_achieved,time_unlocked,tasks_done
5740608,2646,721,5,0.0,2,False,399545,2021-09-12 12:25:16.219240,,2021-11-14 16:36:32.018261,0
6560506,2951,721,4,0.0,0,False,453396,2021-10-11 05:13:20.610797,,2021-11-08 05:20:24.153198,0
6788430,416,721,4,10.0,13,True,467287,2021-10-22 13:46:02.888030,2021-10-31 14:14:58.413887,2021-10-26 15:26:26.511431,10
6788438,416,721,12,7.0,11,True,467287,2021-10-22 13:46:02.888030,2021-11-08 14:52:48.628302,2021-10-31 14:14:58.413887,7
6788431,416,721,5,7.0,11,True,467287,2021-10-22 13:46:02.888030,2021-11-09 15:08:20.156430,2021-11-08 14:52:48.628302,7
6788437,416,721,11,7.0,10,True,467287,2021-10-22 13:46:02.888030,2021-11-13 16:02:11.380767,2021-11-09 15:08:20.156430,7
6788426,416,721,0,7.0,11,True,467287,2021-10-22 13:46:02.888030,2021-11-16 15:20:24.304508,2021-11-13 16:02:11.380767,7
6788435,416,721,9,0.0,0,False,467287,2021-10-22 13:46:02.888030,,2021-11-23 12:52:19.178350,0
5687324,629,721,12,7.0,18,True,395224,2021-09-09 05:56:19.982386,2021-09-17 07:08:57.025048,2021-09-11 15:51:13.123180,7
5687316,629,721,5,7.0,16,True,395224,2021-09-09 05:56:19.982386,2021-09-19 18:02:42.386578,2021-09-17 07:08:57.025048,7
5687315,629,721,4,10.0,18,True,395224,2021-09-09 05:56:19.982386,2021-09-11 15:51:13.123180,2021-09-10 07:35:59.307274,10
5687323,629,721,11,7.0,16,True,395224,2021-09-09 05:56:19.982386,2021-09-26 07:52:52.522889,2021-09-19 18:02:42.386578,7
5687311,629,721,0,7.0,13,True,395224,2021-09-09 05:56:19.982386,2021-10-03 09:24:05.507335,2021-09-26 07:52:52.522889,7
5687321,629,721,9,7.0,9,True,395224,2021-09-09 05:56:19.982386,2021-11-29 19:21:20.415835,2021-11-16 13:01:08.487964,7
5687322,629,721,10,0.0,3,False,395224,2021-09-09 05:56:19.982386,,2021-11-29 19:21:20.415835,0
5687312,629,721,1,6.0,9,True,395224,2021-09-09 05:56:19.982386,2021-11-30 12:16:28.177707,2021-11-29 19:21:20.415835,6
5723507,316,721,4,6.0,9,False,398092,2021-09-11 09:07:13.099029,,2021-09-26 13:51:21.521103,6
6560576,2961,721,4,0.0,0,False,453401,2021-10-11 05:14:51.021674,,2021-11-08 05:22:31.182682,0
5737728,568,721,11,7.0,13,True,399298,2021-09-12 09:22:16.519083,2021-09-12 09:22:58.630677,2021-09-12 09:22:58.630677,7
5737721,568,721,5,7.0,12,True,399298,2021-09-12 09:22:16.519083,2021-09-12 09:22:58.630677,2021-09-12 09:22:58.630677,7
5737727,568,721,10,7.0,10,True,399298,2021-09-12 09:22:16.519083,2021-09-12 09:22:58.630677,2021-09-12 09:22:58.630677,7
5737726,568,721,9,7.0,7,True,399298,2021-09-12 09:22:16.519083,2021-09-12 09:22:58.630677,2021-09-12 09:22:58.630677,7
5737729,568,721,12,7.0,14,True,399298,2021-09-12 09:22:16.519083,2021-09-12 09:22:58.630677,2021-09-12 09:22:58.630677,7
5737716,568,721,0,7.0,9,True,399298,2021-09-12 09:22:16.519083,2021-09-12 09:22:58.630677,2021-09-12 09:22:58.630677,7
5737717,568,721,1,7.0,9,True,399298,2021-09-12 09:22:16.519083,2021-09-12 09:22:58.630677,2021-09-12 09:22:58.630677,7
5737720,568,721,4,10.0,18,True,399298,2021-09-12 09:22:16.519083,2021-09-12 09:22:58.630677,2021-09-12 09:22:58.630677,10
6811544,2451,721,4,0.0,3,False,468693,2021-10-24 07:42:13.057568,,2021-11-09 12:37:08.807770,0
6411848,594,721,12,0.0,0,False,443841,2021-10-04 15:53:00.918679,,2021-10-16 16:04:57.442740,0
6411840,594,721,4,8.0,13,True,443841,2021-10-04 15:53:00.918679,2021-10-16 16:04:57.442740,2021-10-10 18:28:09.009004,8
6864904,997,721,4,10.0,18,True,472176,2021-10-26 16:20:14.846818,2021-11-16 12:45:20.361906,2021-11-02 14:48:06.775889,10
6864912,997,721,12,5.0,11,True,472176,2021-10-26 16:20:14.846818,2021-11-23 16:52:51.542799,2021-11-16 12:45:20.361906,5
6864905,997,721,5,0.0,0,False,472176,2021-10-26 16:20:14.846818,,2021-11-23 16:52:51.542799,0
5578632,1461,721,4,10.0,17,True,386803,2021-09-04 05:36:15.916008,2021-09-04 20:31:38.309391,2021-09-04 18:13:34.129231,10
5578641,1461,721,12,7.0,18,True,386803,2021-09-04 05:36:15.916008,2021-09-12 13:44:01.933694,2021-09-04 20:31:38.309391,7
5578633,1461,721,5,7.0,16,True,386803,2021-09-04 05:36:15.916008,2021-11-02 12:48:44.360637,2021-09-12 13:44:01.933694,7
5578640,1461,721,11,5.0,9,True,386803,2021-09-04 05:36:15.916008,2021-11-03 15:19:47.762450,2021-11-02 12:48:44.360637,5
5578628,1461,721,0,0.0,0,False,386803,2021-09-04 05:36:15.916008,,2021-11-03 15:19:47.762450,0
6767098,2869,721,4,5.0,9,False,466011,2021-10-21 12:14:55.607229,,2021-11-07 10:50:54.719454,5
6997990,430,721,4,10.0,18,True,480979,2021-10-31 17:27:00.433548,2021-11-05 19:45:01.840225,2021-11-02 16:54:30.956873,10
6997998,430,721,12,7.0,18,True,480979,2021-10-31 17:27:00.433548,2021-11-17 18:32:45.877237,2021-11-05 19:45:01.840225,7
6997991,430,721,5,7.0,16,True,480979,2021-10-31 17:27:00.433548,2021-11-19 17:12:38.764583,2021-11-17 18:32:45.877237,7
6997997,430,721,11,7.0,13,True,480979,2021-10-31 17:27:00.433548,2021-11-20 16:45:22.957079,2021-11-19 17:12:38.764583,7
6997986,430,721,0,7.0,12,True,480979,2021-10-31 17:27:00.433548,2021-11-23 09:45:34.441840,2021-11-20 16:45:22.957079,7
6997995,430,721,9,7.0,9,True,480979,2021-10-31 17:27:00.433548,2021-11-25 19:36:50.528511,2021-11-25 12:10:31.876420,7
6997987,430,721,1,7.0,10,True,480979,2021-10-31 17:27:00.433548,2021-11-27 20:26:51.198913,2021-11-25 19:36:50.528511,7
6997996,430,721,10,7.0,11,True,480979,2021-10-31 17:27:00.433548,2021-11-28 21:32:19.118054,2021-11-25 19:36:50.528511,7
6451182,154,721,4,10.0,17,True,446411,2021-10-06 08:30:45.830447,2021-10-30 19:53:41.582414,2021-10-30 15:17:20.685765,10
6451190,154,721,12,2.0,7,False,446411,2021-10-06 08:30:45.830447,,2021-10-30 19:53:41.582414,2
5522148,2173,721,12,7.0,14,True,382359,2021-09-02 03:03:08.912469,2021-09-02 03:03:16.805122,2021-09-02 03:03:16.805122,7
5522140,2173,721,5,7.0,10,True,382359,2021-09-02 03:03:08.912469,2021-09-02 03:03:16.805122,2021-09-02 03:03:16.805122,7
5522147,2173,721,11,7.0,7,True,382359,2021-09-02 03:03:08.912469,2021-09-02 03:03:16.805122,2021-09-02 03:03:16.805122,7
5522139,2173,721,4,10.0,15,True,382359,2021-09-02 03:03:08.912469,2021-09-02 03:03:16.805122,2021-09-02 03:03:16.805122,10
5522145,2173,721,9,7.0,9,True,382359,2021-09-02 03:03:08.912469,2021-11-12 11:45:16.300283,2021-09-02 03:03:16.805122,7
5522135,2173,721,0,7.0,11,True,382359,2021-09-02 03:03:08.912469,2021-09-02 03:03:16.805122,2021-09-02 03:03:16.805122,7
5522146,2173,721,10,0.0,1,False,382359,2021-09-02 03:03:08.912469,,2021-11-12 11:45:16.300283,0
5522136,2173,721,1,3.0,6,False,382359,2021-09-02 03:03:08.912469,,2021-11-12 11:45:16.300283,3
6026863,1098,721,4,8.0,13,True,419343,2021-09-22 13:25:01.022369,2021-11-07 16:16:56.377430,2021-09-23 18:55:33.509229,8
6026872,1098,721,12,5.0,12,True,419343,2021-09-22 13:25:01.022369,2021-11-07 16:16:56.377430,2021-11-07 16:16:56.377430,5
6026864,1098,721,5,7.0,12,True,419343,2021-09-22 13:25:01.022369,2021-11-07 16:16:56.377430,2021-11-07 16:16:56.377430,7
6026871,1098,721,11,6.0,9,True,419343,2021-09-22 13:25:01.022369,2021-11-07 16:16:56.377430,2021-11-07 16:16:56.377430,6
6026859,1098,721,0,6.0,11,True,419343,2021-09-22 13:25:01.022369,2021-11-07 16:16:56.377430,2021-11-07 16:16:56.377430,6
6355146,2429,721,4,3.0,6,False,440449,2021-10-02 13:06:47.407352,,2021-11-08 07:34:33.675048,3
6811791,2103,721,4,10.0,18,True,468708,2021-10-24 07:58:35.974279,2021-11-14 15:56:15.071957,2021-11-14 14:12:39.866569,10
6811799,2103,721,12,7.0,18,True,468708,2021-10-24 07:58:35.974279,2021-11-15 17:47:51.287984,2021-11-14 15:56:15.071957,7
6811792,2103,721,5,7.0,16,True,468708,2021-10-24 07:58:35.974279,2021-11-16 17:15:54.322205,2021-11-15 17:47:51.287984,7
6811798,2103,721,11,7.0,16,True,468708,2021-10-24 07:58:35.974279,2021-11-16 17:48:42.529293,2021-11-16 17:15:54.322205,7
6811787,2103,721,0,7.0,13,True,468708,2021-10-24 07:58:35.974279,2021-11-16 18:27:03.273286,2021-11-16 17:48:42.529293,7
6811788,2103,721,1,7.0,11,True,468708,2021-10-24 07:58:35.974279,2021-11-18 16:31:13.548415,2021-11-18 15:22:17.110165,7
6811797,2103,721,10,7.0,13,True,468708,2021-10-24 07:58:35.974279,2021-11-18 16:52:10.426927,2021-11-18 15:22:17.110165,7
6811796,2103,721,9,7.0,9,True,468708,2021-10-24 07:58:35.974279,2021-11-18 15:22:17.110165,2021-11-17 18:30:09.175680,7
6420950,1334,721,4,0.0,1,False,444411,2021-10-05 05:38:07.321392,,2021-11-01 18:52:51.939467,0
5686344,2077,721,4,10.0,17,True,395147,2021-09-09 04:33:12.707206,2021-09-29 11:06:19.007306,2021-09-21 06:09:59.436789,10
5686353,2077,721,12,7.0,14,True,395147,2021-09-09 04:33:12.707206,2021-10-14 12:53:10.659239,2021-09-29 11:06:19.007306,7
5686345,2077,721,5,7.0,11,True,395147,2021-09-09 04:33:12.707206,2021-11-02 05:47:59.788808,2021-10-14 12:53:10.659239,7
5686352,2077,721,11,7.0,10,True,395147,2021-09-09 04:33:12.707206,2021-11-06 05:24:58.466862,2021-11-02 05:47:59.788808,7
5686340,2077,721,0,7.0,11,True,395147,2021-09-09 04:33:12.707206,2021-11-06 13:25:03.053652,2021-11-06 05:24:58.466862,7
5686350,2077,721,9,6.0,8,True,395147,2021-09-09 04:33:12.707206,2021-11-25 06:54:05.846399,2021-11-21 11:16:49.450607,6
5686341,2077,721,1,5.0,7,True,395147,2021-09-09 04:33:12.707206,2021-11-26 15:27:02.019243,2021-11-25 06:54:05.846399,5
5686351,2077,721,10,5.0,8,True,395147,2021-09-09 04:33:12.707206,2021-11-28 13:36:58.657548,2021-11-25 06:54:05.846399,5
5737656,1710,721,5,7.0,14,True,399293,2021-09-12 09:17:53.170886,2021-09-12 09:17:55.912949,2021-09-12 09:17:55.912949,7
5737655,1710,721,4,10.0,15,True,399293,2021-09-12 09:17:53.170886,2021-09-12 09:17:55.912949,2021-09-12 09:17:55.912949,10
5737663,1710,721,11,5.0,6,True,399293,2021-09-12 09:17:53.170886,2021-09-12 09:17:55.912949,2021-09-12 09:17:55.912949,5
5737664,1710,721,12,6.0,12,True,399293,2021-09-12 09:17:53.170886,2021-09-12 09:17:55.912949,2021-09-12 09:17:55.912949,6
5737651,1710,721,0,0.0,0,False,399293,2021-09-12 09:17:53.170886,,2021-09-12 09:17:55.912949,0
6219249,2640,721,12,7.0,18,True,431869,2021-09-29 02:39:20.307413,2021-10-30 19:06:04.921398,2021-10-26 12:08:27.855932,7
6219241,2640,721,4,10.0,18,True,431869,2021-09-29 02:39:20.307413,2021-10-26 12:08:27.855932,2021-10-25 13:50:30.912392,10
6219242,2640,721,5,7.0,11,True,431869,2021-09-29 02:39:20.307413,2021-10-31 15:47:57.852957,2021-10-30 19:06:04.921398,7
6219248,2640,721,11,7.0,10,True,431869,2021-09-29 02:39:20.307413,2021-11-01 11:40:07.583049,2021-10-31 15:47:57.852957,7
6219237,2640,721,0,7.0,11,True,431869,2021-09-29 02:39:20.307413,2021-11-22 13:28:50.915180,2021-11-01 11:40:07.583049,7
6633216,2748,721,4,10.0,18,True,458050,2021-10-14 07:00:29.647858,2021-10-17 07:35:56.501355,2021-10-14 10:47:16.853059,10
6633224,2748,721,12,7.0,18,True,458050,2021-10-14 07:00:29.647858,2021-10-20 17:17:54.860038,2021-10-17 07:35:56.501355,7
6633217,2748,721,5,7.0,16,True,458050,2021-10-14 07:00:29.647858,2021-10-27 11:22:32.593270,2021-10-20 17:17:54.860038,7
6633223,2748,721,11,7.0,16,True,458050,2021-10-14 07:00:29.647858,2021-11-14 09:29:39.146183,2021-10-27 11:22:32.593270,7
6633212,2748,721,0,7.0,13,True,458050,2021-10-14 07:00:29.647858,2021-11-14 09:34:55.353475,2021-11-14 09:29:39.146183,7
6633221,2748,721,9,5.0,7,True,458050,2021-10-14 07:00:29.647858,2021-11-16 04:45:02.929825,2021-11-14 09:55:43.970027,5
6633213,2748,721,1,0.0,0,False,458050,2021-10-14 07:00:29.647858,,2021-11-16 04:45:02.929825,0
6633222,2748,721,10,0.0,0,False,458050,2021-10-14 07:00:29.647858,,2021-11-16 04:45:02.929825,0
6833459,2296,721,4,0.0,0,False,470007,2021-10-25 10:57:02.335271,,2021-11-11 14:41:26.321244,0
5712161,1416,721,4,8.0,15,True,397168,2021-09-10 14:05:38.615922,2021-10-02 09:08:53.107216,2021-09-25 08:15:21.129956,8
5712170,1416,721,12,7.0,17,True,397168,2021-09-10 14:05:38.615922,2021-10-18 13:40:32.217384,2021-10-02 09:08:53.107216,7
5712162,1416,721,5,5.0,11,True,397168,2021-09-10 14:05:38.615922,2021-10-19 13:54:07.277075,2021-10-18 13:40:32.217384,5
5712169,1416,721,11,6.0,11,True,397168,2021-09-10 14:05:38.615922,2021-10-30 18:45:36.215869,2021-10-19 13:54:07.277075,6
5712157,1416,721,0,7.0,11,True,397168,2021-09-10 14:05:38.615922,2021-11-06 21:17:02.243426,2021-10-30 18:45:36.215869,7
6967980,2525,721,12,7.0,18,True,479135,2021-10-30 17:21:18.822213,2021-11-03 16:44:38.187948,2021-11-01 15:21:36.872228,7
6967973,2525,721,5,7.0,16,True,479135,2021-10-30 17:21:18.822213,2021-11-05 14:10:00.479752,2021-11-03 16:44:38.187948,7
6967979,2525,721,11,7.0,16,True,479135,2021-10-30 17:21:18.822213,2021-11-07 14:58:58.039351,2021-11-05 14:10:00.479752,7
6967968,2525,721,0,7.0,13,True,479135,2021-10-30 17:21:18.822213,2021-11-11 18:51:50.807599,2021-11-07 14:58:58.039351,7
6967977,2525,721,9,5.0,7,True,479135,2021-10-30 17:21:18.822213,2021-11-28 15:58:02.357183,2021-11-28 15:49:40.213912,5
6967969,2525,721,1,0.0,2,False,479135,2021-10-30 17:21:18.822213,,2021-11-28 15:58:02.357183,0
6967978,2525,721,10,0.0,3,False,479135,2021-10-30 17:21:18.822213,,2021-11-28 15:58:02.357183,0
6967972,2525,721,4,10.0,18,True,479135,2021-10-30 17:21:18.822213,2021-11-01 15:21:36.872228,2021-11-01 12:45:45.360451,10
5725596,1541,721,12,7.0,18,True,398270,2021-09-11 12:13:54.007186,2021-11-24 14:54:03.914867,2021-09-26 19:02:01.022645,7
5725588,1541,721,5,4.0,10,False,398270,2021-09-11 12:13:54.007186,,2021-11-24 14:54:03.914867,4
5725587,1541,721,4,8.0,16,True,398270,2021-09-11 12:13:54.007186,2021-09-26 19:02:01.022645,2021-09-26 13:35:02.411637,8
6711818,2034,721,12,0.0,4,False,462856,2021-10-18 21:44:24.099252,,2021-10-24 16:11:24.929849,0
6711810,2034,721,4,10.0,18,True,462856,2021-10-18 21:44:24.099252,2021-10-24 16:11:24.929849,2021-10-20 15:57:09.993688,10
6691368,2760,721,4,10.0,18,True,461612,2021-10-17 17:19:57.777311,2021-10-24 19:17:28.498470,2021-10-23 20:16:20.445671,10
6691376,2760,721,12,7.0,18,True,461612,2021-10-17 17:19:57.777311,2021-10-27 08:58:00.762437,2021-10-24 19:17:28.498470,7
6691369,2760,721,5,7.0,16,True,461612,2021-10-17 17:19:57.777311,2021-11-02 13:35:27.843541,2021-10-27 08:58:00.762437,7
6691375,2760,721,11,5.0,9,True,461612,2021-10-17 17:19:57.777311,2021-11-04 16:47:01.668590,2021-11-02 13:35:27.843541,5
6691364,2760,721,0,0.0,0,False,461612,2021-10-17 17:19:57.777311,,2021-11-04 16:47:01.668590,0
6590015,2555,721,5,7.0,11,True,455262,2021-10-12 13:27:53.255400,2021-10-12 20:03:01.127267,2021-10-12 18:30:09.310152,7
6590014,2555,721,4,10.0,18,True,455262,2021-10-12 13:27:53.255400,2021-10-12 13:28:04.751536,2021-10-12 13:28:04.751536,10
6590021,2555,721,11,7.0,11,True,455262,2021-10-12 13:27:53.255400,2021-11-20 13:44:17.396964,2021-10-12 20:03:01.127267,7
6590010,2555,721,0,6.0,11,True,455262,2021-10-12 13:27:53.255400,2021-11-28 13:50:29.327095,2021-11-20 13:44:17.396964,6
6590020,2555,721,10,0.0,3,False,455262,2021-10-12 13:27:53.255400,,2021-11-29 19:46:09.432012,0
6590019,2555,721,9,7.0,9,True,455262,2021-10-12 13:27:53.255400,2021-11-29 19:46:09.432012,2021-11-28 14:20:07.375100,7
6590022,2555,721,12,7.0,13,True,455262,2021-10-12 13:27:53.255400,2021-10-12 18:30:09.310152,2021-10-12 13:28:04.751536,7
6590011,2555,721,1,6.0,9,True,455262,2021-10-12 13:27:53.255400,2021-11-29 19:59:18.434947,2021-11-29 19:46:09.432012,6
6852423,738,721,4,0.0,2,False,471213,2021-10-26 09:28:07.928709,,2021-11-25 15:24:06.725842,0
6560464,184,721,4,4.0,7,False,453393,2021-10-11 05:12:08.993550,,2021-11-08 05:19:10.499493,4
5594387,141,721,11,7.0,16,True,388100,2021-09-04 14:46:17.107311,2021-10-02 15:33:51.309872,2021-09-11 16:38:45.313121,7
5594380,141,721,5,7.0,16,True,388100,2021-09-04 14:46:17.107311,2021-09-11 16:38:45.313121,2021-09-04 15:47:53.810145,7
5594388,141,721,12,7.0,18,True,388100,2021-09-04 14:46:17.107311,2021-09-04 15:47:53.810145,2021-09-04 14:46:24.319759,7
5594379,141,721,4,10.0,18,True,388100,2021-09-04 14:46:17.107311,2021-09-04 14:46:24.319759,2021-09-04 14:46:24.319759,10
5594375,141,721,0,7.0,13,True,388100,2021-09-04 14:46:17.107311,2021-10-09 16:19:26.326712,2021-10-02 15:33:51.309872,7
5594385,141,721,9,7.0,9,True,388100,2021-09-04 14:46:17.107311,2021-11-27 16:40:30.869463,2021-11-13 16:34:38.772923,7
5594376,141,721,1,0.0,0,False,388100,2021-09-04 14:46:17.107311,,2021-11-27 16:40:30.869463,0
5594386,141,721,10,0.0,0,False,388100,2021-09-04 14:46:17.107311,,2021-11-27 16:40:30.869463,0
5708605,1273,721,4,6.0,9,False,396913,2021-09-10 10:38:31.823244,,2021-09-17 10:45:05.549993,6
5828079,2780,721,0,0.0,2,False,406043,2021-09-16 09:27:56.807522,,2021-11-17 15:52:32.217166,0
5828091,2780,721,11,7.0,13,True,406043,2021-09-16 09:27:56.807522,2021-11-17 15:52:32.217166,2021-11-17 15:35:30.522205,7
5828083,2780,721,4,10.0,18,True,406043,2021-09-16 09:27:56.807522,2021-10-07 10:44:50.975571,2021-09-16 09:59:18.223319,10
5828092,2780,721,12,7.0,18,True,406043,2021-09-16 09:27:56.807522,2021-11-17 15:12:29.817386,2021-10-07 10:44:50.975571,7
5828084,2780,721,5,7.0,13,True,406043,2021-09-16 09:27:56.807522,2021-11-17 15:35:30.522205,2021-11-17 15:12:29.817386,7
6798814,1525,721,5,7.0,8,True,467913,2021-10-23 08:22:58.971174,2021-10-28 15:50:25.491602,2021-10-28 15:12:12.494273,7
6798813,1525,721,4,10.0,14,True,467913,2021-10-23 08:22:58.971174,2021-10-23 09:36:10.978352,2021-10-23 09:00:57.825868,10
6798821,1525,721,12,7.0,8,True,467913,2021-10-23 08:22:58.971174,2021-10-28 15:12:12.494273,2021-10-23 09:36:10.978352,7
6798820,1525,721,11,7.0,8,True,467913,2021-10-23 08:22:58.971174,2021-11-27 08:39:15.372293,2021-10-28 15:50:25.491602,7
6798809,1525,721,0,2.0,3,False,467913,2021-10-23 08:22:58.971174,,2021-11-27 08:39:15.372293,2
5530063,1746,721,12,7.0,18,True,383015,2021-09-02 11:38:46.703630,2021-09-23 11:59:54.076718,2021-09-08 19:31:28.522315,7
5530055,1746,721,5,7.0,16,True,383015,2021-09-02 11:38:46.703630,2021-09-29 20:58:33.519689,2021-09-23 11:59:54.076718,7
5530054,1746,721,4,10.0,18,True,383015,2021-09-02 11:38:46.703630,2021-09-08 19:31:28.522315,2021-09-05 18:50:32.538438,10
5530062,1746,721,11,7.0,15,True,383015,2021-09-02 11:38:46.703630,2021-09-29 21:11:52.545570,2021-09-29 20:58:33.519689,7
5530050,1746,721,0,7.0,13,True,383015,2021-09-02 11:38:46.703630,2021-11-17 18:44:28.425807,2021-09-29 21:11:52.545570,7
6076410,2959,721,4,10.0,18,True,422541,2021-09-24 05:04:57.709432,2021-10-20 16:28:14.503464,2021-10-18 16:57:12.689817,10
6076419,2959,721,12,7.0,18,True,422541,2021-09-24 05:04:57.709432,2021-10-22 17:53:49.835279,2021-10-20 16:28:14.503464,7
6076411,2959,721,5,7.0,16,True,422541,2021-09-24 05:04:57.709432,2021-11-02 10:28:32.409237,2021-10-22 17:53:49.835279,7
6076418,2959,721,11,7.0,16,True,422541,2021-09-24 05:04:57.709432,2021-11-03 17:16:44.275681,2021-11-02 10:28:32.409237,7
6076406,2959,721,0,7.0,13,True,422541,2021-09-24 05:04:57.709432,2021-11-04 18:38:35.952245,2021-11-03 17:16:44.275681,7
6076416,2959,721,9,7.0,9,True,422541,2021-09-24 05:04:57.709432,2021-11-13 12:35:00.313614,2021-11-09 16:00:58.126796,7
6076407,2959,721,1,7.0,11,True,422541,2021-09-24 05:04:57.709432,2021-11-16 18:16:14.250541,2021-11-13 12:35:00.313614,7
6076417,2959,721,10,7.0,13,True,422541,2021-09-24 05:04:57.709432,2021-11-18 16:56:14.809221,2021-11-13 12:35:00.313614,7
6604526,1468,721,4,10.0,18,True,456184,2021-10-13 04:30:12.007267,2021-11-24 03:38:00.074142,2021-11-11 10:35:47.369752,10
6604534,1468,721,12,0.0,4,False,456184,2021-10-13 04:30:12.007267,,2021-11-24 03:38:00.074142,0
6278326,393,721,4,0.0,3,False,435731,2021-09-30 14:53:13.808509,,2021-10-13 13:30:19.524657,0
6898497,2652,721,4,0.0,3,False,474636,2021-10-27 17:21:24.101248,,2021-11-01 11:19:21.720498,0
